2E0AGB,Allen
OE1WIU,Wilhelm
OE1WSA,Walter
OE1WYC,Willy    
OE1XBC,ADXB Austrian DX-Board
OE2013SPW,Paul
OE2013V,Franz
OE2ASL,Anton Peter
OE2EZM,Robert
OE2GXL,Gilbert
OE2KNN,Karl
OE2SNL,Franz
OE2YOTA,Brano
OE3BOB,Robert (Bob)
OE3CDS,Christian
OE3CHC,Christian
OE3CVS,Christian
OE3DMA,Alex
OE3DSB,Gerald
OE3EMC,Martin
OE3EPW,Peter
OE3GGS,Gustav
OE3GIC,Gottfrid
OE3HPU,Hans
OE3IPU,Gottfred
OE3KAB,Karl
OE3KAS,Karlheinz
OE3KLU,Charly
OE3KSS,Konstantin
OE3LLQ,Luciano
OE3MFC,Maria
OE3MHU,Max
OE3NRC,Rudolf
OE3OPW,Peter
OE3PFS,Werner
OE3RGB,Rainer
OE3SGU,Hannes
OE3VBU,Martin
OE3WHC,Wolf
OE3WHU,Wolfgang
OE3WMA,Martin
OE3WYC,Willy
OE3XQC,Qsl collection documentary archives radio communications
OE3ZK,Gerhard
OE4AAC,Eric Seidl
OE4JHW,Juergen
OE4PWW,Walter
OE4UFB,Franz
OE4WBW,Walter
OE50SPW,Paul
OE5ACN,Stefan
OE5AKR,Andy
OE5AUL,Peter
OE5CCN,Christian
OE5CNM,Gerd
OE5CSP,Christoph
OE5DEI,Edi
OE5DHP,Harry
OE5DIN,Helmut
OE5EEL,Franz
OE5EEP,Heinz
OE5EIN,Maxi
OE5EIN,Maximilian
OE5FDM,Daniel
OE5FSL,Franz
OE5FSM,Franz
OE5GA,Gerald
OE5GM,Guenter
OE5HCE,Christian
OE5HDN1,Heinz
OE5HDN,Heinz
OE5HFM,Hermann
OE5HGN,Gerold
OE5HIL,Manfred
OE5HWM,Helmut
OE5IRO,Inge
OE5JFE,Joe
OE5JKL,Karl
OE5KRO,Gert
OE5LBO,Bogo
OE5LXR,Alex
OE5MZ,Max
OE5O0SW,Paul
OE5PEN,Erwin
OE5PGM,Gerhard
OE5PSO,Peter
OE5REO,Martin
OE5RTP,Peter
OE5RZL,Leo
OE5TXF,Nigel
OE5WFN,Walter
OE5WLL,Wilhelm
OE5YEL,Traude (yl) 
OE5YYN,Sylvia
OE6ADE,Andreas (andy) 
OE6AKD,Kurt
OE6BID,Babara
OE6CUD,Chris
OE6END,Andreas (andi)
OE6EWG,Wolfram
OE6FEG,Matthew
OE6GND,Gerhard
OE6GUG,Gus
OE6HLF,Bernhard
OE6KAE,Albin
OE6KYG,Klaus
OE6LKG,Karl
OE6NKG,Norbert
OE6ODD,Heimo
OE6PID,Peter
OE6PKF,Kersten
OE6RCD,Roland
OE6RDD,Gerhard
OE6SMF,Martin
OE6STD,Horst
OE6SWG,Stephan
OE6TTD,Thomas
OE6TZE,Tom
OE6VWG,Werner
OE6WIG,Franz
OE6YRG,Peggy
OE75WEE,no name
OE7AJT,Andy
OE7FMH,Franz
OE7HPI,Holger
OE7HPJ,Stefan
OE7HRI,Herbert
OE7JPI,Johann
OE7LVI,Viktor
OE7PHI,Hansjoerg (Joe)
OE7RDI,Rudolf
OE7WGT,Karl
OE8GBK,Gottfried
OE8PGR,Philipp
OE8SKQ,Stefan
OE8SPK,Hans
OE8SPW,Paul
OE8XBH,Clubstation AMRS
OE9AMJ,Arno
OE9BFI,Bruno
OE9EGI,Egon
OE9GWI,Gerhard
OE9HRV,Herbert
OE9NFI,Egon
OE9PCJ,Christian
OE9PPE,Peter-Philipp
OE9TKH,Tom
OE9TKV,Tom
OE9UHI,Eugen
OE9WGI,Walter
OE9WOI,Walter
OF2BFG,Jari
OF2IPA,Retu
OF3MF,Rauno
OF5LP,Seppo
OG3R,Erkki
OG55W,Keijo
OG5HW,Unkown om
OG5O,Keijo
OG5T,Mika
OH0FM,Maria
OH0GG,Gey
OH1CM,Kimmo
OH1DT,Unknown om
OH1F,Contest Call OH1AF
OH1HE,Veikko
OH1LEG,Juha
OH1LWZ,Hannu
OH1MAU,Jorma
OH1MM,Pasi
OH1NOA,Timo
OH1NPW,Jyrki
OH1QA,Ilkka
OH1SJ,Asko
OH1TM,Timo
OH1X,Midnitesun Dx Association
OH1XT,Jiri
OH2BEC,Osmo
OH2BFG,Jari
OH2BLD,Benny
OH2BLV,Markku
OH2BME,Juhani
OH2BMH,Timo
OH2EH,Erkki, No name
OH2EV,Esa
OH2IO,Matti
OH2JSR,Denis
OH2KM,Jyri
OH2NC,Kalevi
OH2NFN,Tuomo
OH2NOS,Sakari
OH2TO,Seppo
OH2VK,Kivelae
OH3AD,Club station
OH3BHL,Ra-Mi
OH3FN,Timo
OH3GBR,Sergei
OH3GD,Kari
OH3GRB,Sergei
OH3GZ,Jukka
OH3HTR,Seppo
OH3KRH,Jari
OH3KW,Hannu
OH3MF,Rauno
OH3NI,Seppo
OH3NLP,Jukka
OH3NSZ,Unkown om
OH3OJ,Jukka
OH3RB,Kari
OH3RF,Juha
OH3TIA,Tia
OH3T,Toni
OH3YS, Pekka
OH4FCW,Arto
OH4JK,Juha
OH4MDY,Reijo
OH4MFA,Jukka
OH4SS,Matti
OH5EP,Jukka
OH5GEU,Topi
OH5HUZ,Pekka
OH5KT,Tapani
OH5LP,Seppo
OH5RP,Raino
OH5SW,Erkki
OH6EEC,Juho
OH6GAZ,Juha
OH6GQ,Heikki
OH6GZ,Jukka
OH6IB,Ralf
OH6JUM,Jarkko
OH6JYH,Harri
OH6KSX,Sami
OH6LEZ,Kyosti,
OH6LEZ,Tapio
OH6LW,Roy
OH6MM,Ole
OH6NPJ,Matti
OH6NPV,Rauno
OH6OS,Juha
OH6RP,Risto
OH6TN,Toni
OH6UCW,Keiichi
OH6VJ,Jyrki
OH7BF,Jakko
OH7HM,Hannu
OH7JHA,Timo
OH7XU,Timo
OH8JGG,Kari
OH8JGQ,Unkown om
OH8LXT,Veikko
OH8MNM,Raimo
OH8NAX,Juha
OH8OR,Markku
OH8TU,Eino
OH8UL,Josa
OH8UV,Markku
OH8V,Vesa
OH9SCL,Santa Claus Land
OH9TH,Jorma
OH9VL,Ari
OH9XX,Marko
OI7AX,Titari
OK1ABF,Vladimir
OK1ACF,Zdenek
OK1ACO,Jiri
OK1AEV,Pavel
OK1AFO,Antonin
OK1AGS,Miroslav
OK1AHG,Jan
OK1AIJ,Karel
OK1AJY,Stanislav
OK1AKJ,Franta
OK1AL,Karel
OK1AME,Milan
OK1AMM,Jindra
OK1AMU,Jiri
OK1AOU,Jaroslav
OK1AOV,Jiri
OK1APT,Miroslav
OK1APY,Petr
OK1AR,Zdenek
OK1ATY,Jaromir
OK1AUP,Vaclav
OK1AU,Stan
OK1AVG,Jan
OK1AWC,Mirek
OK1AWG,Josef
OK1AW,Pavel
OK1AXB,Josef
OK1AXD,Vit
OK1AYD,Josef
OK1AY,Josef
OK1AYU,Petr
OK1AYW,Vaclav
OK1BA,Karel
OK1BIL,Marek
OK1BJH,Josef
OK1BLU,Milan
OK1CDJ,Ondra
OK1CD,Karel
OK1CEL,Petr
OK1CF,Karel
OK1CHP,Libor
OK1CM,Milan
OK1CO,Jirka
OK1CYC,Miro
OK1CZ,Petr
OK1DAV,Oldrich
OK1DDQ,Jiri
OK1DDQ,Jirka
OK1DEC,Josef
OK1DGR,Vladimir
OK1DHP,Petr
OK1DIG,Daniel
OK1DJQ,Karel
OK1DKR,Rudolf
OK1DLA,Ludek
OK1DMB,Milos
OK1DMP,Milan
OK1DO,Jiri
OK1DOL,Libor
OK1DOY,Ydeno
OK1DOZ,Beda
OK1DPU,Jan
OK1DQP,Ales
OK1DSX,Jaroslav
OK1DTN,Rudolf
OK1DUB,Miroslav
OK1DU,Libor
OK1DUT,Jiri
OK1DVM,Miro
OK1DVM,Miroslav
OK1DWF,Karel
OK1DWQ,Tomas
OK1DXK,Jiri
OK1DX,Pavel
OK1DXU,Miroslav
OK1EG,Vladimir
OK1EQ,Petr
OK1ES,Josef
OK1FAB,Josef
OK1FAE,Musak
OK1FAK,Slavomir (Slavek)
OK1FCA,Stanislav
OK1FCR,Vladimir (Vlad)
OK1FED,Josef
OK1FFR,Rudolf
OK1FFU,Petr
OK1FFV,Jaromir
OK1FGS,Petranek
OK1FHD,Josef
OK1FH,Radek
OK1FII,Vladimir
OK1FJM,Xxx
OK1FJS,Jarda, wrong Call
OK1FKN,Jarda
OK1FLC,Michal
OK1FLK,Vlada
OK1FMG,Slavek
OK1FMJ,Josef
OK1FM,Milan
OK1FOG,Jan
OK1FPQ,Ladislav
OK1FQT,Karel
OK1FRD,Lada
OK1FR,Frantisek
OK1FRG,Petr
OK1FRN,Martin
OK1FRT,Lada
OK1FV,Vaclav
OK1FWG,Willi
OK1GHZ,Michal
OK1GP,Stan
OK1GS,Miroslav
OK1GT,Jiri
OK1HAG,Marek
OK1HAS,Ludi
OK1HBH,Ladislav
OK1HCC,Vaclav
OK1HCD,Stanislav
OK1HCG,Karel
OK1HEH,Eduard
OK1HKF,Jaroslav
OK1IAP,Antonin (tony)
OK1IAS,Vaclav
OK1IBP,Henry
OK1IF,Milan
OK1IN,Petr
OK1IPS,Pavel
OK1IVU,Vlada
OK1IWN,Jan
OK1IW,Stan
OK1IWS,Wolfgang
OK1JEH,Mirek
OK1JHR,Jaroslav
OK1JKR,Zdenek
OK1JMK,Maxim
OK1JOC,Vladislav
OK1JRU,Karel
OK1JST,Jiri
OK1KC,Josef
OK1KDN,Radioklub kadari
OK1KFB,Radio Club Vodnany
OK1KL,Vaclav
OK1KRJ,RADIOKLUB MELN�K
OK1KTI,Club Stn
OK1KT,Vratislav
OK1KZ,Pavel
OK1LM,Miloslav
OK1LV,Ladlislav
OK1MAG,Karel
OK1MCS,Pavel
OK1MDK,Josef
OK1MDM,Honza
OK1MDX,Martin
OK1MGW,Petr
OK1MH,Otto
OK1MIN,Pavel
OK1MIQ,Jan
OK1MKH,Martin
OK1ML,Karel
OK1MLP,Karel
OK1MMU,Miroslav
OK1MNI,Miroslav
OK1MNW,Jindrich
OK1MO,Jiri
OK1MOW,Ivan
OK1MRK,Radek
OK1MRU,Tom
OK1MSP,Stanislav
OK1MTA,Vaclav (Vasev)
OK1MU,Pavel
OK1NE,Julda
OK1NF,Jan
OK1NG,Jaromir
OK1NK,Josef
OK1NP,Jan
OK1NR,Jan
OK1NU,Jan
OK1NVO,Josef
OK1OA,Jiri
OK1OEI,no name
OK1ORA,Club Station
OK1OX,Miro
OK1PBP,Pavel
OK1PCA,Zdenek
OK1PC,Pavel
OK1PFM,Petr
OK1PLF,Luca
OK1PL,Jan
OK1PR,Ivan
OK1QM,Jan
OK1RM,Miroslav
OK1RO,Jan
OK1RR,Martin
OK1RS,Alex
OK1RZ,Rostislav
OK1SDE,Dalibor
OK1TA,Karel
OK1TGI,Igor
OK1TN,Slavomir (Slavek)
OK1TPI,Jaroslav
OK1UN,Lubomir
OK1URN,no name
OK1USP,Josef
OK1VEI,Pavel
OK1VLP,Bob
OK1VXI,Petr
OK1WQ,Vladislav
OK1XGL,Petr
OK1XL,Lada
OK1XMS,Richard
OK1XPP,Pavel
OK1XW,Viktor
OK1XZ,Jaromir
OK1YR,Karel
OK1ZE,Vaclav
OK25PH,no name
OK2ABU,Zdenek
OK2BAL,Miroslav
OK2BAQ,Jarda
OK2BBJ,Josef
OK2BBR,Vlastik
OK2BCF,Milan
OK2BDF,Jirka
OK2BDR,Jan
OK2BEH,Zdenek
OK2BEI,Karel
OK2BFN,Tomas (Tom)
OK2BFY,Josef
OK2BGB,Ludvik
OK2BHL,Jiri
OK2BLD,Ladislav
OK2BMA,Pavel
OK2BMI,Milan
OK2BND,Jan
OK2BNF,Stan
OK2BNF,Stanislav
OK2BPU,Emil
OK2BRZ,Pavel
OK2BTC,Jaroslav
OK2BTK,Petr
OK2BUT,Jan
OK2BWB,Karel
OK2BWJ,Petr
OK2BY,Jaromir
OK2BYW,Milan
OK2BZ,Josef
OK2CLL,Karel
OK2DL,Marek
OK2DM,Pavel
OK2EA,Vita
OK2EC,Stepan
OK2EI,Jaroslav
OK2EQ,Jaroslav
OK2FB,Pavel
OK2GX,Stanislav
OK2GZ,Jaroslav
OK2HBY,Kamil
OK2HIJ,Jirka
OK2HMS,Milan
OK2ILH,Lad
OK2IN,Petr
OK2IPW,Adam
OK2JIQ,Unknown om
OK2JK,Jan
OK2JKO,Honza
OK2JOW,Jiri
OK2JS,Jan
OK2KFK,Radioklub Zdar
OK2KGE,Radioclub Station
OK2KJU,Radio club station Prerov
OK2KR,Stan
OK2KZ,Ludec
OK2LW,Joe
OK2MBP,Jiri
OK2MPB,Petr
OK2MW,Martin
OK2NAJ,Jiri
OK2NO,Jaroslav
OK2OLD,Radioclub Unicov
OK2ON,Radek
OK2OP,Fencl
OK2OU,Arnost
OK2OV,Jaroslav
OK2PAY,Lada
OK2PBR,Vilibald
OK2PDN,Josef
OK2PDT,Jan
OK2PEX,Miroslav
OK2PFA,Bohumil
OK2PIM,Dalibor
OK2PIP,Pavel
OK2PKT,Roman
OK2PVX,Daniel
OK2PWM,Blesa
OK2PXJ,Vaclav
OK2PYA,Robert
OK2QA,Ruda
OK2QX,Jiri
OK2RKR,Michal
OK2SAM,Michael
OK2SFO,Frantisek
OK2SK,Frantisek
OK2SLS,Karel
OK2SMO,Jaromir
OK2SSJ,Jiri
OK2SWD,Dusan
OK2TBC,Kamil
OK2TO,Miroslav
OK2TT,Jan
OK2TX,Mirek
OK2UM,Jiri
OK2UVX,Olda
OK2UZ,Jindrich
OK2VBW,Vasek
OK2VK,Frantisek
OK2VWB,Vasek
OK2WI,Nevenka
OK2XR,Milan
OK2XRW,Richard
OK2ZNT,Peter
OK2ZNT,Petr
OK3AA,Milan
OK3CUG,Igor
OK3DM,Karel
OK3EQ,Petr
OK3KW,Karel
OK3QE,Eva
OK3UQ,Miroslav
OK4IT,Richard
OK4KOP,David
OK4OP,Unknown om
OK4RQ,Pavel
OK5JM,Jaroslav
OK5MM,V�t
OK5YL,Zdena
OK6AB,Radek
OK6DJ,David
OK6EN,Ben
OK7CM,Antonin
OK7CZ,unknown name
OK7GU,Milan
OK7JR,Jan
OK7MM,Ivan
OK7OK,Darius
OK7RJ,Jiri
OK7WA,Frantisek
OK7WW,Zdenek
OK8BT,Hans
OK8CDX,Phil (G4OBK)
OK8CX,Olaf
OK8DCC,Det
OK8DF,Dietmar
OK8EYJ,Dragan
OK8JOE,Andreas
OK8JOE,Andy
OK8MA,Jarek
OK8VM,Victor
OK8WP,Wolf
OK8WW,Richard
OL1AIY,Jan
OL5K,Polabsky DX-Gang
OL60OU,Milan
OL88YL,Vernica
OL90JAA,Unkown om
OM0AST,Tomas
OM0CF,no name
OM0CS,Kamil
OM0GT,Teodor
OM1ADM,Marian
OM1ADX,Martin
OM1AEG,Anton
OM1AW,Milan
OM1AX,Vlado
OM1BD,Branislav
OM1DK,Dan
OM1DM,Jozef
OM1IH,Ivan
OM1II,Jaroslav
OM1LA,Jozef
OM1ST,Tomas
OM1TI,Peter
OM1WS,Jakub
OM2AD,Erwin
OM2AM,Dezo
OM2CS,Ivan
OM2DT,Dusan
OM2JU,Jan
OM2MP,Peter
OM2PM,Pavol
OM2ZZ,Radovan
OM3AA,Milos
OM3CAZ,Ondrej
OM3CEA,Pavel
OM3CFF,Karol
OM3CHN,no name
OM3CHR,Rudolf
OM3CLW,Peter
OM3CND,Pavel
OM3CQF,Draho
OM3CUG,Igor
OM3FR,Frank
OM3IM,Laco
OM3JA,Jozef
OM3KEG,Casu
OM3KER,Radio Club Velkx Kyr.
OM3KKF,Club Station
OM3KVW,RadioClub Zohor
OM3KWZ,club station
OM3LA,Ivan
OM3LL,Ivan
OM3LO,Tibor
OM3MB,Vilo
OM3PA,Peter
OM3PV,Peter
OM3RP,Patrik
OM3SX,Mike
OM3TBG,Milan
OM3TDD,Jaroslav
OM3TGK,Tono
OM3TJ,Jozef
OM3TPN,Milan
OM3YAD,Rudolf
OM3YCA,Alex
OM4AA,Michael
OM4DW,Ondrej
OM4EX,Ondrej
OM4RF,Viliam
OM4WW,Jan
OM4WY,Roman
OM4ZZ,Martin
OM5AA,Stefan
OM5BB,Alexander
OM5BI,Imrich
OM5CL,Karol
OM5CM,Pavol (Palo)
OM5DP,Martin
OM5EA,Ondrej
OM5GU,Imrich
OM5KM,Milan
OM5KP,Karol
OM5KV,Vlado
OM5LD,Ladislav
OM5LR,Vojtech
OM5MD,Maria
OM5MZ,Baltazar
OM5TF,Jozef
OM5TZ,Zoltan
OM5ZZ,John
OM6AN,Daniel
OM6MS,Miki
OM6P,no name
OM6PR,Peter
OM6SM,Stefan
OM6TC,Jozef
OM73DX,Stefan
OM7AG,Tony
OM7AW,Jan
OM7AX,Ludo
OM7DX,Stefan
OM7GW,Gusto
OM7OM,Milan
OM7PY,Erwin
OM7TJ,Julius
OM7VV,Peter
OM7YC,Jozef
OM8AKX,Peter
OM8APK,Pavol
OM8DX,Jan (John)
OM8FR,Pavel
OM8MM,Milan
OM8ON,Jaromir
OM8PG,Pavel
OM8SL,Rudolf
OM8VL,Vlado
ON2AD,Patrick (Pat)
ON2LES,Olivier (Oliver)
ON2LVC,Luc
ON2OVW,Oscar
ON2OY,Erik
ON2VR,Rudy
ON2WAC,Albert
ON3ANW,Eric
ON3ANY,Georges
ON3BEN,Ben
ON3BKM,Jannick
ON3CL, Johan ONFF-0755
ON3DFD,Bert
ON3DWG,Guy
ON3EA,Eddy
ON3EI,Elsie
ON3GEO,Geo
ON3JMD,Jean-Marie
ON3JMV,Jean-Michel
ON3LO,Louis
ON3LX,Kristof
ON3MOD,Unkown om
ON3ND,Jean
ON3QA,Lucas
ON3RBJ,Grudaj
ON3RMB,Kristof
ON3SEL,Luc
ON3TAC,Kurt
ON3TDZ,Thierry
ON3UA,Jurgen
ON3VEG,Van
ON3VJU,Jurgen
ON3VP,Patrick
ON3WAB,Peter
ON3WLA,Willy
ON3YB,Lucas
ON4AAH,Albert
ON4AAS,Sabine
ON4ADR,Rudy
ON4AEF,Jean
ON4AGP,Peter
ON4ALJ,Julien
ON4ALY,Xavier
ON4APU,Noel
ON4ARF,Rudy
ON4ARO,Ronny
ON4ASG,Hans
ON4ASZ,Jan
ON4AUB,Franko
ON4BB,Luc
ON4BCA,Patrick
ON4BEN,Ben
ON4BIT,Filip
ON4CAP,Andre
ON4CAS,Egbert
ON4CAU,Jose
ON4CAW,Rik
ON4CB,Kurt
ON4CCN,Kurt
ON4CEQ,Tony
ON4CFO,Wim
ON4CGB,Wim
ON4CHK,Eric
ON4DN,David
ON4EM,Manu
ON4ERM,Luc
ON4FG,Stefaan
ON4FI,Karel
ON4IM,Frans
ON4JXC,Walter
ON4KCY,Yves
ON4KEP,Emile
ON4KGA,Alain
ON4KJM,Jean-Marc
ON4KWT,Claude
ON4LBI,Jean pierre
ON4LDU,Al
ON4LN,Eric
ON4LO,Francois
ON4MB,Walter
ON4MFY,Unkown om
ON4MGY,Nicolas
ON4ON,Danny
ON4PDV,Pierre
ON4PS,Pierre
ON4QY,Karel
ON4RK,Rony
ON4RO,Guy
ON4ROS,Douglas
ON4UP,Peter
ON4UZ,Bert
ON4VT,Danny
ON4WRC,Clubstation
ON4WR,Jacky
ON5AB,Paul
ON5AO,Jozef
ON5CA,no name
ON5CFT,Radio Club
ON5EX,Johan
ON5GM,Mark
ON5IO,Eric
ON5JE,Bill
ON5JK,Eddy
ON5JT,Jean-Pierre
ON5MA,Nic
ON5NQ,Frank
ON5NR,Ronny
ON5QRP,Francis
ON5RO,Eric
ON5SE,Francky
ON5SWA,Francois
ON5SY,Harvey
ON5SYS,Hubert
ON5TC,Cecile
ON5TL,Hedwig
ON5TQ,Ronald
ON5WL,Leon
ON5WS,William
ON5XX,Joel
ON5ZK,Gert
ON6BV,Victor
ON6DC,Morris
ON6EF,Eddy
ON6FC,Gaston
ON6FDP,Freddy
ON6FF,John
ON6FT,Roland (Roy)
ON6HX,Jozef
ON6ID,Hugo
ON6KZ,Peter
ON6MN,Martin
ON6NA,Paul
ON6NL,Anton
ON6NW,Walter
ON6TF,Martin
ON6TP,Dirk
ON6UU,Frank
ON6VI,Rene
ON6WJ,Jos
ON6WR,Roger
ON6WS,no name
ON6YH,Didier
ON6ZQ,Chris
ON6ZV,Eddy
ON7AMI,Jean
ON7BM,Enzo
ON7CC,Jean-Claude
ON7CL,Rudi
ON7DQ,Luc
ON7FR,Rene
ON7GO,Philippe
ON7GR,Guido
ON7KJW,John
ON7LB,Arthur
ON7LEO,no name
ON7LO,Louis
ON7MD,Michel
ON7ND,Nico
ON7PTR,Petra
ON7PX,Walter
ON7QR,Guido
ON7RM,Roger
ON7RN,Eric
ON7SD,Dirk
ON7TWA,Geert
ON7TZ,Dave
ON7UU,Ivo
ON7WP,Pedro
ON7YC,Chris
ON7YZ,Mario
ON7ZB,Bruno
ON7ZG,Jean-marie
ON7ZM,Jean-Pierre
ON7Z,Peter
ON8JPB,Unknown om
ON8KW,Kurt
ON8PHD,Philippe
ON9CBQ,Franz
ON9CC,Frank
ON9DJ,Dieter
OO4AGO,Hannes
OO7Z,Peter
OP4F,Jean
OP4L,Alex
OP4UP,Peter
OP5K,Roy
OR5T,Xavier
OR7M,Michel
OS8D,Etienne
OT2J,Roberto
OT4V,Danny
OT6V,Rene
OT7G,Nick
OZ0BB,Bjarne
OZ1AAR,Villy
OZ1AKZ,Flemming
OZ1FAO,Ole
OZ1FKU,Ole
OZ1IKY,Kenneth
OZ1IPP,Bent
OZ1KJG,Pedersen
OZ1LJM,Arne
OZ1LQO,Soeren
OZ1NF,Finn
OZ2LP,Lif
OZ30EU,Svend
OZ3FI,Finn
OZ3JU,Kaj
OZ4CG,Charsten
OZ4FF,Karsten
OZ4MQ,no name
OZ4RT,John
OZ4UN,Poul-Erik
OZ4ZO,Hans
OZ5EV,Jorgen (John)
OZ5FH,Tue
OZ5HP,Hen
OZ5SW,Unkown om
OZ5TL,Torben
OZ6ABZ,Jens
OZ6GX,Gunnar
OZ6KS,Erik
OZ6TL,Henrik
OZ7AEI,Jakob
OZ7BQ,Hans Jorgen
OZ7CCC,Mario
OZ7HB,Henning
OZ7JZ,Jan
OZ7KDJ,Klaus
OZ7PR,Petra
OZ8KWB,Keld
OZ8SW,Steen
OZ9DX,Gert
OZ9SI,Atli
OZ9VO,Palle
OZ9XU,Verner
P3F,Contest Group
P40L,John
PA0AKN,Df Vd
PA0AKV,Andre
PA0ALW,Walter
PA0ATG,Adriaan
PA0B,Rob
PA0FAW,Fred
PA0FBI,Pieter
PA0GCC,no name
PA0HRM,Hans
PA0INA,Frans
PA0JED,Jan
PA0KVA,Koen
PA0LCE,Louis
PA0LPE,Bert
PA0MBD,Martin
PA0N,Siep
PA0RBA,Rienus
PA0RBO,Rob
PA0RTW,Bas
PA0SHY,Sjoerd
PA0SKP,Sake
PA0SLF,Siep
PA0SNA,Unknown Call
PA0VLA,Jjm
PA0WDG,Wim
PA0WKI,Wim
PA0WLB,William
PA0WPD,Wim
PA0XAW,Age
PA0ZAV,Jan
PA150BA,Fred
PA1AT,Gerald
PA1BR,Pascal
PA1EJO,Ernst
PA1EW,Ed
PA1H,Harry
PA1LEX,Lex
PA1MUC,Joerg
PA1MV,Jaap
PA1PE,Peter
PA1WLB,Willem
PA2CHM,unknown name
PA2CVD,Cor
PA2CVP,Cor
PA2DW,Derk (dick) 
PA2F,Jaap
PA2JWN,Hans
PA2LO,Gert
PA2NJC,Nick
PA2REH,Eric
PA2RU,Rene
PA2WJZ,Wim
PA2Z,Ad
PA3AAF,Carel
PA3AAV,Gert
PA3AFF,Piet
PA3AM,Gerrit
PA3AQE,Albert
PA3AQV,Anton
PA3ATW,Hans
PA3BHF,Mlj
PA3BTT,Wally
PA3BUD,Onno
PA3BYW,Durk
PA3CDN,Frans
PA3CGI,Erik
PA3CNI,Willem
PA3CWG,Ron
PA3CWN,Oene
PA3DBS,Peter
PA3DGH,Hans
PA3DJV,Lac
PA3DJY,Gerrit
PA3DNA,Jan
PA3ECJ,Henk
PA3ECZ,Rudy
PA3EEG,Ruud
PA3EQN,Peter
PA3ERE,Hans
PA3EXB,Sieko
PA3EYP,Cor
PA3FWT,Henk
PA3FYG,Hans
PA3GBJ,Kes
PA3GBY,Ronald
PA3GVY,Ip
PA3GWN,Frank
PA3HGP,Andre
PA3HS,David
PA3JD,Joop
PA3NGK,Reinier
PA3SK,Sef
PA3S,Steef
PA3VTC,Eric
PA4EA,Peter
PA4EN,Bert
PA4M,Mark
PA4SAM,Samuel
PA4U,Aard
PA5ABW,Ab (Albert)
PA5A,Johan
PA5FN,Hans
PA5GU,Jaap
PA5KM,Coen
PA5MC,Maarten
PA5V,Bob
PA5WK,Willem
PA5XM,Kees
PA6FBE,Special event station
PA6R,Spezial Event Call
PA7CG,Kees
PA7MDJ,Michael
PA7N,Erwin
PA7PYR,Rien
PA7RA,Rien
PA7ZEE,Geert
PA8CW,Jan
PA8DX,Michel
PA8MM,Victor
PA9CC,Herman
PA9CW,Tonnie
PA9HR,Herman
PA9LUC,Luc
PA9M,Marcel
PB1RO,Unknown om
PB2DX,Jan
PB2,Hans
PB2T,Hans
PB75A,Johan
PC12WSF,World Stautues Festival
PC2D,Frank
PC4Y,Bert
PC5Z,Harm
PC7C,Frank
PC7E,Henk
PC9DB,Mark
PD0CQ,Pierre
PD0MM,Jaap
PD0RUD,Ronny
PD0RWL,Toon
PD0SOT,Edwin
PD1AET,Peter
PD1CW,Patrick
PD1RO,Rolf
PD3ED,Ed
PD3GO,Gerrit
PD9A,Stef
PE1DMH,Dorus
PE1FJN,Marc
PE1OCC,no name
PE1ODY,Bc
PE1PIC,Keesjan
PE1RIK,Bart
PE1RMO,Jan
PE1WVD,Wim
PE4A,Peter
PE4WJ,Wouter
PF2X,Sietse
PF30EUDXF,Special Event Station
PF5X,Enno
PF7DKW,Mat
PG1A,Arie
PG3N,Peter
PG5V,Ger
PG65ISWL,Fred
PG7V,Jan
PG8M,Marcel
PH2A,Arno
PH5C,Andr�e
PI4AAG,Radio Club
PI4ABL,Unknown om
PI4A,Conteststation
PI4ADL,Club Station
PI4CC,Contest Club
PI4COM,Contestgroup Oude Maas
PI4DX,Contest station
PI4EME,Club station veron
PI4RS,Radio Club
PJ4A,Contest Call
PJ4Q,Scott
PN3VJU,J�rgen
PP5JD,Jaime
PP5JR,Sergio
PP5NY,Ike
PR2F,Rafael
PS2T,DX Group
PU2UAF,Paco
PW2D,Contest Station
PX2V,Contest Station
PY1MX,Jose Claudio
PY1VOY,Rick
PY2DU,Adeilson (Ade)
PY2EYE,Nilson
PY2KJ,Art
PY2NY,Vitor Luis
PY2XC,Carlos
PY3PR,Auo
PY3TM,Matheus
PY4FL,Fco
PY4HGM,Leno
PY4TW,Joao Ricardo
PY5AB,Toni
PY5IN,Gon
PZ5RA,Ramon
R11CRC,Sergey
R11WCU,Special Call
R1AR,Max
R1BCO,Vlad
R1BGK,Victor
R1CC,Toivo
R1CF,Andrey
R1FW,Andrey
R1LB,Leonid
R1NW,Fedor
R1TET,Ewgen
R1TEU,Eugene
R22STR,Larry
R2AD,Paul
R2AJA,Igor
R2AP,Alex
R2ATW,Ilya
R2DAS,Victor
R2DKL,Oleg
R2FAE,George
R2GN,no name
R2KW,Vladimir
R2LAC,Alexey
R2MM,Victor
R2PM,Victor
R2PT,Valery
R2ZAB,Slawik
R3AD,Yuri
R3AR,Boris
R3BB,Victor
R3BY,Gennady
R3DN,Nick
R3DQ,Vadim
R3FD,Alex
R3GB,Vlad
R3GD,Vlad
R3GN,no name
R3GZ,Victor
R3IBF,Igor
R3LT,Sergey
R3MBD,Vladislav
R3MJ,no name
R3PA,Victor
R3PC,Vadim
R3PIQ,Nick
R3PR,no name
R3QA,Nickolay
